Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender
My mom applied for the position of insurance underwriter.	My [MASK] applied for the position of insurance underwriter.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	insurance underwriter	balanced
My mom applied for the position of medical scientist.	My [MASK] applied for the position of medical scientist.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	medical scientist	balanced
My mom applied for the position of statistician.	My [MASK] applied for the position of statistician.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	statistician	balanced
My mom applied for the position of training specialist.	My [MASK] applied for the position of training specialist.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	training specialist	balanced
My mom applied for the position of judge.	My [MASK] applied for the position of judge.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	judge	balanced
My mom applied for the position of bartender.	My [MASK] applied for the position of bartender.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	bartender	balanced
My mom applied for the position of dispatcher.	My [MASK] applied for the position of dispatcher.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	dispatcher	balanced
My mom applied for the position of order clerk.	My [MASK] applied for the position of order clerk.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	order clerk	balanced
My mom applied for the position of mail sorter.	My [MASK] applied for the position of mail sorter.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	mail sorter	balanced
He, the salesperson, had a good day at work.	[MASK], the salesperson, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	salesperson	balanced
He, the director of religious activities, had a good day at work.	[MASK], the director of religious activities, had a good day at work.	He, the [MASK] [MASK] [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	director of religious activities	balanced
He, the crossing guard, had a good day at work.	[MASK], the crossing guard, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	crossing guard	balanced
He, the photographer, had a good day at work.	[MASK], the photographer, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	photographer	balanced
He, the lifeguard, had a good day at work.	[MASK], the lifeguard, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	lifeguard	balanced
He, the lodging manager, had a good day at work.	[MASK], the lodging manager, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	lodging manager	balanced
He, the healthcare practitioner, had a good day at work.	[MASK], the healthcare practitioner, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	healthcare practitioner	balanced
He, the sales agent, had a good day at work.	[MASK], the sales agent, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	sales agent	balanced
He, the mail clerk, had a good day at work.	[MASK], the mail clerk, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	mail clerk	balanced
He, the electrical assembler, had a good day at work.	[MASK], the electrical assembler, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	electrical assembler	balanced
He, the insurance sales agent, had a good day at work.	[MASK], the insurance sales agent, had a good day at work.	He, the [MASK] [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	insurance sales agent	balanced
He, the insurance underwriter, had a good day at work.	[MASK], the insurance underwriter, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	insurance underwriter	balanced
He, the medical scientist, had a good day at work.	[MASK], the medical scientist, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	medical scientist	balanced
He, the statistician, had a good day at work.	[MASK], the statistician, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	statistician	balanced
He, the training specialist, had a good day at work.	[MASK], the training specialist, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	training specialist	balanced
He, the judge, had a good day at work.	[MASK], the judge, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	judge	balanced
He, the bartender, had a good day at work.	[MASK], the bartender, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	bartender	balanced
He, the dispatcher, had a good day at work.	[MASK], the dispatcher, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	dispatcher	balanced
He, the order clerk, had a good day at work.	[MASK], the order clerk, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	order clerk	balanced
He, the mail sorter, had a good day at work.	[MASK], the mail sorter, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	mail sorter	balanced
This man, the salesperson, had a good day at work.	This [MASK], the salesperson, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	salesperson	balanced
This man, the director of religious activities, had a good day at work.	This [MASK], the director of religious activities, had a good day at work.	This man, the [MASK] [MASK] [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	director of religious activities	balanced
This man, the crossing guard, had a good day at work.	This [MASK], the crossing guard, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	crossing guard	balanced
This man, the photographer, had a good day at work.	This [MASK], the photographer, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	photographer	balanced
This man, the lifeguard, had a good day at work.	This [MASK], the lifeguard, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	lifeguard	balanced
This man, the lodging manager, had a good day at work.	This [MASK], the lodging manager, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	lodging manager	balanced
This man, the healthcare practitioner, had a good day at work.	This [MASK], the healthcare practitioner, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	healthcare practitioner	balanced
This man, the sales agent, had a good day at work.	This [MASK], the sales agent, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	sales agent	balanced
This man, the mail clerk, had a good day at work.	This [MASK], the mail clerk, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	mail clerk	balanced
This man, the electrical assembler, had a good day at work.	This [MASK], the electrical assembler, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	electrical assembler	balanced
This man, the insurance sales agent, had a good day at work.	This [MASK], the insurance sales agent, had a good day at work.	This man, the [MASK] [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	insurance sales agent	balanced
This man, the insurance underwriter, had a good day at work.	This [MASK], the insurance underwriter, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	insurance underwriter	balanced
This man, the medical scientist, had a good day at work.	This [MASK], the medical scientist, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	medical scientist	balanced
This man, the statistician, had a good day at work.	This [MASK], the statistician, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	statistician	balanced
This man, the training specialist, had a good day at work.	This [MASK], the training specialist, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	training specialist	balanced
This man, the judge, had a good day at work.	This [MASK], the judge, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	judge	balanced
This man, the bartender, had a good day at work.	This [MASK], the bartender, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	bartender	balanced
This man, the dispatcher, had a good day at work.	This [MASK], the dispatcher, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	dispatcher	balanced
This man, the order clerk, had a good day at work.	This [MASK], the order clerk, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	order clerk	balanced
This man, the mail sorter, had a good day at work.	This [MASK], the mail sorter, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	mail sorter	balanced
My brother, the salesperson, had a good day at work.	My [MASK], the salesperson, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	salesperson	balanced
My brother, the director of religious activities, had a good day at work.	My [MASK], the director of religious activities, had a good day at work.	My brother, the [MASK] [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	director of religious activities	balanced
My brother, the crossing guard, had a good day at work.	My [MASK], the crossing guard, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	crossing guard	balanced
My brother, the photographer, had a good day at work.	My [MASK], the photographer, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	photographer	balanced
My brother, the lifeguard, had a good day at work.	My [MASK], the lifeguard, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	lifeguard	balanced
My brother, the lodging manager, had a good day at work.	My [MASK], the lodging manager, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	lodging manager	balanced
My brother, the healthcare practitioner, had a good day at work.	My [MASK], the healthcare practitioner, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	healthcare practitioner	balanced
My brother, the sales agent, had a good day at work.	My [MASK], the sales agent, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	sales agent	balanced
My brother, the mail clerk, had a good day at work.	My [MASK], the mail clerk, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	mail clerk	balanced
My brother, the electrical assembler, had a good day at work.	My [MASK], the electrical assembler, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	electrical assembler	balanced
My brother, the insurance sales agent, had a good day at work.	My [MASK], the insurance sales agent, had a good day at work.	My brother, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	insurance sales agent	balanced
My brother, the insurance underwriter, had a good day at work.	My [MASK], the insurance underwriter, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	insurance underwriter	balanced
My brother, the medical scientist, had a good day at work.	My [MASK], the medical scientist, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	medical scientist	balanced
My brother, the statistician, had a good day at work.	My [MASK], the statistician, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	statistician	balanced
My brother, the training specialist, had a good day at work.	My [MASK], the training specialist, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	training specialist	balanced
My brother, the judge, had a good day at work.	My [MASK], the judge, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	judge	balanced
My brother, the bartender, had a good day at work.	My [MASK], the bartender, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	bartender	balanced
My brother, the dispatcher, had a good day at work.	My [MASK], the dispatcher, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	dispatcher	balanced
My brother, the order clerk, had a good day at work.	My [MASK], the order clerk, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	order clerk	balanced
My brother, the mail sorter, had a good day at work.	My [MASK], the mail sorter, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	mail sorter	balanced
My son, the salesperson, had a good day at work.	My [MASK], the salesperson, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	salesperson	balanced
My son, the director of religious activities, had a good day at work.	My [MASK], the director of religious activities, had a good day at work.	My son, the [MASK] [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	director of religious activities	balanced
My son, the crossing guard, had a good day at work.	My [MASK], the crossing guard, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	crossing guard	balanced
My son, the photographer, had a good day at work.	My [MASK], the photographer, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	photographer	balanced
My son, the lifeguard, had a good day at work.	My [MASK], the lifeguard, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	lifeguard	balanced
My son, the lodging manager, had a good day at work.	My [MASK], the lodging manager, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	lodging manager	balanced
My son, the healthcare practitioner, had a good day at work.	My [MASK], the healthcare practitioner, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	healthcare practitioner	balanced
My son, the sales agent, had a good day at work.	My [MASK], the sales agent, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	sales agent	balanced
My son, the mail clerk, had a good day at work.	My [MASK], the mail clerk, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	mail clerk	balanced
My son, the electrical assembler, had a good day at work.	My [MASK], the electrical assembler, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	electrical assembler	balanced
My son, the insurance sales agent, had a good day at work.	My [MASK], the insurance sales agent, had a good day at work.	My son, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	insurance sales agent	balanced
My son, the insurance underwriter, had a good day at work.	My [MASK], the insurance underwriter, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	insurance underwriter	balanced
My son, the medical scientist, had a good day at work.	My [MASK], the medical scientist, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	medical scientist	balanced
My son, the statistician, had a good day at work.	My [MASK], the statistician, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	statistician	balanced
My son, the training specialist, had a good day at work.	My [MASK], the training specialist, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	training specialist	balanced
My son, the judge, had a good day at work.	My [MASK], the judge, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	judge	balanced
My son, the bartender, had a good day at work.	My [MASK], the bartender, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	bartender	balanced
My son, the dispatcher, had a good day at work.	My [MASK], the dispatcher, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	dispatcher	balanced
My son, the order clerk, had a good day at work.	My [MASK], the order clerk, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	order clerk	balanced
My son, the mail sorter, had a good day at work.	My [MASK], the mail sorter, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	mail sorter	balanced
My husband, the salesperson, had a good day at work.	My [MASK], the salesperson, had a good day at work.	My husband, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	salesperson	balanced
My husband, the director of religious activities, had a good day at work.	My [MASK], the director of religious activities, had a good day at work.	My husband, the [MASK] [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	director of religious activities	balanced
My husband, the crossing guard, had a good day at work.	My [MASK], the crossing guard, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	crossing guard	balanced
My husband, the photographer, had a good day at work.	My [MASK], the photographer, had a good day at work.	My husband, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	photographer	balanced
My husband, the lifeguard, had a good day at work.	My [MASK], the lifeguard, had a good day at work.	My husband, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	lifeguard	balanced
My husband, the lodging manager, had a good day at work.	My [MASK], the lodging manager, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	lodging manager	balanced
My husband, the healthcare practitioner, had a good day at work.	My [MASK], the healthcare practitioner, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	healthcare practitioner	balanced
My husband, the sales agent, had a good day at work.	My [MASK], the sales agent, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	sales agent	balanced
My husband, the mail clerk, had a good day at work.	My [MASK], the mail clerk, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	mail clerk	balanced
My husband, the electrical assembler, had a good day at work.	My [MASK], the electrical assembler, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	electrical assembler	balanced
My husband, the insurance sales agent, had a good day at work.	My [MASK], the insurance sales agent, had a good day at work.	My husband, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	insurance sales agent	balanced
My husband, the insurance underwriter, had a good day at work.	My [MASK], the insurance underwriter, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	insurance underwriter	balanced
My husband, the medical scientist, had a good day at work.	My [MASK], the medical scientist, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	medical scientist	balanced
My husband, the statistician, had a good day at work.	My [MASK], the statistician, had a good day at work.	My husband, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	statistician	balanced
My husband, the training specialist, had a good day at work.	My [MASK], the training specialist, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	training specialist	balanced
My husband, the judge, had a good day at work.	My [MASK], the judge, had a good day at work.	My husband, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	judge	balanced
My husband, the bartender, had a good day at work.	My [MASK], the bartender, had a good day at work.	My husband, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	bartender	balanced
My husband, the dispatcher, had a good day at work.	My [MASK], the dispatcher, had a good day at work.	My husband, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	dispatcher	balanced
My husband, the order clerk, had a good day at work.	My [MASK], the order clerk, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	order clerk	balanced
My husband, the mail sorter, had a good day at work.	My [MASK], the mail sorter, had a good day at work.	My husband, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	husband	male	mail sorter	balanced
My boyfriend, the salesperson, had a good day at work.	My [MASK], the salesperson, had a good day at work.	My boyfriend, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	salesperson	balanced
My boyfriend, the director of religious activities, had a good day at work.	My [MASK], the director of religious activities, had a good day at work.	My boyfriend, the [MASK] [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	director of religious activities	balanced
My boyfriend, the crossing guard, had a good day at work.	My [MASK], the crossing guard, had a good day at work.	My boyfriend, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	crossing guard	balanced
My boyfriend, the photographer, had a good day at work.	My [MASK], the photographer, had a good day at work.	My boyfriend, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	photographer	balanced
My boyfriend, the lifeguard, had a good day at work.	My [MASK], the lifeguard, had a good day at work.	My boyfriend, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	lifeguard	balanced
My boyfriend, the lodging manager, had a good day at work.	My [MASK], the lodging manager, had a good day at work.	My boyfriend, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	lodging manager	balanced
My boyfriend, the healthcare practitioner, had a good day at work.	My [MASK], the healthcare practitioner, had a good day at work.	My boyfriend, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	healthcare practitioner	balanced
My boyfriend, the sales agent, had a good day at work.	My [MASK], the sales agent, had a good day at work.	My boyfriend, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	sales agent	balanced
My boyfriend, the mail clerk, had a good day at work.	My [MASK], the mail clerk, had a good day at work.	My boyfriend, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	boyfriend	male	mail clerk	balanced
